Project ID,Start,Completion,Planned Completion,Projected/Actual Completion
2059,2011-03-10,2012-09-28,,
2060,2012-10-03,2013-06-14,,
2061,2012-10-03,2013-09-29,,
2062,2012-10-03,2013-06-30,,
2063,2012-10-03,2013-01-06,,
2064,2012-01-01,2013-06-30,,
2065,2012-10-03,2013-01-06,,
2066,2012-07-05,2013-06-29,,
2067,2011-04-15,2014-01-16,,
2068,2010-01-07,2015-09-30,2012-06-29,2012-09-28
2069,2011-01-11,2014-01-06,2012-01-06,2012-09-21
2071,2010-10-09,2012-08-31,,
2072,2012-09-18,2013-09-16,,
2073,2012-09-18,2013-09-16,,
2074,2012-09-18,2014-07-21,,
2075,2008-01-06,2020-01-03,2012-09-30,2012-09-30
2076,2010-01-02,2020-01-03,,
2077,2011-01-23,2012-09-30,,
2078,2011-01-10,2017-09-30,2012-09-17,2012-09-17
2079,2011-01-10,2017-09-30,2012-09-17,2012-09-17
2080,2011-08-28,2012-06-22,2012-06-22,2013-01-02
2081,2012-03-15,2013-01-13,,
2082,2012-04-16,2015-12-01,,
2083,2012-01-10,2014-03-31,,
2084,2012-01-10,2014-03-31,,
2085,2012-01-10,2014-03-31,,
2086,2012-01-10,2013-09-30,,
2087,2011-03-16,2011-05-31,2011-05-31,2011-05-31
2088,2011-05-27,2012-09-16,2012-09-13,2012-09-28
2089,2012-05-01,2012-05-31,2012-05-31,2012-06-29
2090,2012-01-02,2012-08-31,2012-08-31,2012-06-08
2091,2012-01-07,2012-09-30,,
2092,2012-01-05,2012-09-30,2012-09-30,2012-09-30
2093,2011-02-16,2011-12-04,2011-12-04,2011-12-04
2094,2011-04-13,2011-06-28,2011-06-28,2011-06-28
2095,2011-08-07,2011-09-20,2011-09-20,2011-09-20
2096,2011-02-14,2011-12-04,2011-12-04,2011-12-04
2097,2011-04-22,2011-06-28,2011-06-28,2011-06-28
2098,2010-10-12,2011-06-27,2011-06-27,2011-06-27
2099,2010-09-15,2011-06-09,2011-06-09,2011-06-09
2100,2011-03-30,2012-08-31,2012-08-31,2012-08-31
2101,2011-03-10,2012-05-31,2012-05-31,2012-06-18
2102,2011-02-23,2011-08-16,2011-08-16,2011-08-16
2103,2011-02-23,2011-06-30,2011-06-30,2011-08-31
2104,2010-09-15,2011-03-25,2011-03-25,2011-03-25
2105,2010-09-15,2011-03-01,2011-03-01,2011-03-01
2106,2010-09-15,2011-12-09,2011-12-09,2011-12-09
2107,2010-01-10,2011-03-01,2011-03-01,2011-03-01
2108,2011-03-10,2012-01-31,2012-01-31,2012-03-02
2109,2010-09-15,2011-12-09,2011-12-09,2011-09-14
2110,2010-09-15,2011-07-14,2011-07-14,2011-07-14
2111,2010-09-15,2011-09-14,2011-09-14,2011-09-14
2112,2012-01-03,2012-01-09,2012-01-09,2012-09-28
2113,2010-09-15,2010-10-29,2010-10-29,2010-10-29
2114,2011-09-19,2011-10-31,2011-10-31,2011-11-30
2115,2010-10-22,2011-03-31,2011-03-31,2011-03-31
2116,2010-09-27,2011-09-23,2011-09-23,2011-09-23
2117,2011-10-27,2012-05-04,2012-05-04,2012-05-04
2118,2011-01-03,2011-01-07,2011-01-07,2011-01-07
2119,2012-01-02,2012-06-15,2012-06-15,2012-06-15
2120,2012-01-16,2012-07-13,2012-07-13,2012-06-22
2121,2009-01-02,2016-01-31,,
2122,2010-01-10,2013-09-30,,
2123,2011-08-22,2012-11-23,,
2124,2010-09-30,2012-03-30,2011-12-30,2012-01-31
2125,2011-01-06,2013-06-21,,
2126,2011-01-06,2012-12-21,,
2127,2011-10-10,2012-06-13,,
2128,2011-02-11,2013-09-30,,
2129,2011-09-28,2012-09-28,,
2130,2011-01-06,2012-08-01,,
2131,2010-01-09,2011-08-31,2011-08-31,2011-08-31
2132,2010-09-27,2012-01-31,2012-01-31,2011-09-30
2133,2011-06-15,2012-06-14,,
2134,2011-09-28,2012-09-27,,
2135,2010-09-27,2012-01-31,2012-01-31,2012-02-21
2136,2011-08-20,2012-08-19,2012-08-19,2012-08-19
2137,2011-09-30,2012-09-29,2012-06-30,2012-06-30
2138,2011-09-30,2012-09-29,,
2139,2005-01-03,2014-09-30,,
2140,2010-10-20,2012-06-29,,
2141,2009-03-08,2013-12-31,,
2142,2005-01-07,2013-04-30,,
2143,2010-01-05,2012-05-31,,
2144,2008-04-14,2013-09-30,,
2145,2010-01-11,2012-07-09,2012-07-09,2012-07-09
2146,2012-02-01,2013-09-30,,
2147,2011-01-09,2013-02-28,,
2148,2009-01-04,2012-06-30,,
2149,2010-01-10,2013-05-30,,
2150,2010-08-09,2011-07-09,2011-07-09,2011-07-09
2151,2011-06-15,2011-08-30,2011-08-30,2011-08-31
2152,2010-09-27,2011-07-31,2011-07-31,2011-07-31
2153,2010-09-27,2011-09-26,,
2154,2010-09-27,2011-11-18,2011-11-18,2011-11-18
2155,2010-09-29,2011-09-28,2011-09-28,2011-09-28
2156,2010-09-27,2011-09-26,2011-09-26,2011-09-11
2157,2010-09-27,2011-09-26,2011-09-26,2011-09-26
2158,2011-08-09,2012-07-09,,
2159,2011-08-09,2012-07-09,,
2160,2011-08-26,2012-02-27,2012-02-27,2012-02-27
2161,2011-09-23,2013-05-02,,
2162,2011-09-23,2012-09-22,,
2163,2011-09-23,2012-09-22,,
2164,2011-08-24,2012-08-23,,
2165,2011-09-27,2012-09-26,,
2167,2011-04-08,2011-09-30,2011-09-30,2011-09-30
2168,2009-01-10,2011-09-30,2011-09-30,2011-09-30
2169,2011-12-09,2012-11-09,,
2170,2011-12-09,2012-11-09,,
2171,2010-07-22,2012-11-01,2012-11-01,2011-12-31
2172,2011-07-22,2012-07-21,,
2173,2009-01-07,2011-08-26,2011-08-26,2011-08-26
2174,2011-09-19,2012-09-14,,
2175,2004-01-12,2019-09-30,,
2176,2009-09-21,2013-12-31,,
2177,2008-01-10,2014-03-31,,
2178,2011-01-03,2013-07-31,,
2179,2010-01-09,2012-01-10,,
2180,2009-01-10,2014-08-30,,
2181,2012-01-04,2013-03-31,,
2182,2012-07-05,2013-07-05,,
2183,2011-04-03,2011-10-10,2011-10-10,2011-10-10
2184,2011-05-27,2012-03-01,2012-03-01,2012-02-03
2185,2011-07-22,2012-02-04,2012-02-04,2012-02-04
2186,2011-10-21,2012-02-07,2012-02-07,2012-02-07
2187,2012-01-28,2012-01-10,2012-01-10,2012-01-10
2188,2012-04-23,2013-01-15,,
2190,2011-07-26,2012-01-25,2012-01-25,2012-01-25
2192,2011-01-10,2012-08-31,,
2193,2011-01-07,2020-12-31,,
2194,2011-08-07,2020-12-31,,
2195,2010-07-30,2020-12-31,2012-01-07,2012-01-07
2196,2011-01-09,2012-09-29,2012-09-29,2012-09-29
2197,2004-04-30,2014-09-30,2012-09-30,2012-09-30
2198,2004-08-31,2014-09-30,,
2199,2011-09-16,2012-09-14,,
2200,2011-06-09,2012-07-09,,
2201,2011-01-06,2012-05-31,,
2202,2011-01-04,2012-03-30,,
2203,2011-01-06,2012-08-14,,
2204,2011-01-06,2012-05-31,,
2205,2009-01-06,2015-09-30,,
2206,2010-10-20,2012-08-21,,
2207,2011-05-07,2011-07-10,2011-07-10,2011-07-10
2208,2011-10-10,2012-01-20,2012-01-20,2012-01-20
2209,2012-04-04,2012-10-25,,
2210,2011-10-10,2012-08-16,,
2211,2011-04-27,2012-07-13,2012-07-13,2012-07-13
2212,2010-12-15,2011-07-29,2011-07-29,2011-12-07
2213,2011-08-22,2012-02-27,2012-02-27,2012-02-03
2214,2011-10-28,2013-03-26,,
2217,2011-06-09,2012-01-13,2012-01-13,2012-01-13
2218,2010-12-13,2011-07-18,2011-07-18,2011-06-23
2219,2011-01-08,2012-09-28,,
2220,2010-01-09,2014-01-29,,
2221,2002-01-09,2019-09-30,,
2222,2004-08-15,2019-09-30,,
2223,2007-01-10,2019-09-30,,
2224,2011-09-30,2014-05-31,,
2225,2011-09-30,2014-07-31,,
2226,2011-03-01,2014-09-30,,
2227,2010-01-08,2014-05-30,2012-11-10,2012-11-10
2228,2011-08-17,2014-01-30,,
2229,2010-01-10,2012-09-10,2012-04-09,2012-04-09
2230,2010-01-10,2012-09-26,2012-09-26,2012-09-26
2231,2011-03-31,2017-06-30,,
2232,2010-01-10,2012-09-28,2012-09-28,2012-09-28
2233,2011-03-16,2012-10-31,2012-10-31,2012-10-31
2234,2011-02-28,2012-10-31,2012-10-31,2012-10-31
2235,2011-03-16,2013-01-04,,
2236,2011-06-06,2014-09-24,,
2237,2011-06-29,2014-03-31,,
2238,2011-06-06,2016-11-07,,
2239,2011-04-07,2015-06-28,,
2240,2009-09-28,2015-09-30,,
2241,2009-01-09,2013-09-30,2012-01-05,2012-04-19
2242,2008-01-10,2015-09-30,2012-07-31,2012-07-31
2243,2008-11-07,2012-01-10,2012-07-27,2012-07-27
2244,2010-01-04,2012-02-08,2012-02-08,2012-10-08
2245,2011-02-14,2012-10-26,,
2246,2011-07-03,2013-09-30,,
2247,2008-01-04,2015-09-30,2012-06-29,2012-07-31
2249,2011-03-10,2012-04-27,2011-10-31,2011-10-31
2250,2011-03-01,2014-01-08,2012-09-03,2012-08-03
2251,2010-01-10,2017-09-29,2012-09-28,2012-09-28
2252,2010-02-19,2015-11-22,,
2253,2008-09-15,2013-09-13,,
2254,2010-01-06,2013-09-30,2012-09-30,2012-10-26
2255,2006-01-05,2014-09-30,,
2256,2010-11-16,2014-09-30,2012-04-06,2012-04-06
2257,2007-01-10,2016-09-30,2012-07-11,2012-07-11
2258,2009-01-10,2012-04-13,2012-01-24,2012-01-13
2259,2009-01-10,2012-04-20,2012-01-27,2012-01-27
2260,2009-01-07,2015-09-30,2012-09-28,2012-09-28
2261,2010-01-07,2012-06-18,2012-03-30,2012-03-30
2262,2010-10-05,2012-09-28,2012-07-30,2012-07-30
2263,2011-03-01,2012-04-30,2012-04-30,2012-04-30
2264,2010-01-07,2012-05-10,2012-07-08,2012-07-08
2265,2010-01-07,2012-12-26,2012-02-10,2012-02-10
2266,2010-01-07,2012-07-30,2011-09-30,2012-12-31
2267,2010-01-07,2012-02-05,2012-09-03,2012-09-03
2268,2010-01-07,2012-05-25,2012-12-03,2012-12-03
2269,2010-04-19,2012-07-27,2012-12-06,2012-12-06
2270,2010-01-04,2011-11-18,2011-01-11,2011-10-25
2271,2010-01-04,2011-11-18,2011-01-11,2011-10-25
2272,2010-01-12,2012-03-30,2012-03-02,2012-01-27
2273,2010-01-12,2012-03-23,2012-01-31,2012-01-31
2274,2010-01-12,2012-01-30,2011-05-12,2011-01-12
2275,2010-01-04,2011-01-11,2011-01-11,2011-06-10
2276,2008-09-15,2013-09-13,2012-01-06,2012-01-06
2277,2008-09-15,2013-09-13,2012-01-06,2012-01-06
2278,2008-09-15,2013-09-13,,
2279,2011-04-04,2013-09-30,2012-03-30,2012-01-06
2280,2010-01-06,2013-11-02,,
2281,2011-03-01,2013-10-31,,
2282,2011-03-01,2013-12-16,2012-02-03,2012-02-03
2283,2011-03-01,2013-10-31,2012-10-23,2012-10-23
2284,2011-03-01,2013-10-31,2012-07-30,2012-07-30
2285,2010-01-12,2013-03-29,,
2286,2010-01-12,2012-07-12,2012-02-03,2012-02-03
2287,2010-01-10,2014-12-30,,
2288,2010-10-12,2013-03-29,,
2289,2010-10-18,2012-09-28,2012-03-29,2012-06-15
2290,2011-10-01,2012-02-28,2011-07-12,2011-09-12
2291,2011-02-14,2011-11-23,2011-01-11,2011-01-11
2292,2011-01-26,2012-06-29,2011-11-30,2011-11-30
2293,2011-07-26,2013-07-24,2012-03-16,2012-03-16
2294,2010-11-19,2011-11-18,2011-11-15,2011-11-15
2295,2011-03-01,2012-11-23,2012-08-20,2012-08-20
2296,2011-06-06,2012-01-10,2012-01-08,2012-01-08
2297,2010-01-12,2012-03-30,2012-03-02,2012-01-27
2298,2011-07-26,2014-07-31,2012-01-31,2012-04-25
2299,2011-08-15,2013-02-28,2012-09-21,2012-09-21
2300,2010-01-07,2014-03-31,,
2301,2011-03-10,2013-01-23,,
2302,2012-05-15,2013-09-30,,
2303,2012-05-15,2017-09-30,,
2304,2012-07-05,2012-11-16,,
2305,2012-02-01,2013-09-30,2012-09-28,2012-09-28
2306,2012-02-27,2013-09-30,2012-04-20,2012-09-07
2307,2011-07-26,2012-09-28,2012-01-20,2012-03-05
2308,2011-07-26,2012-09-28,2012-01-20,2012-01-18
2309,2011-07-25,2013-01-25,2012-01-20,2012-01-26
2310,2011-07-25,2013-01-25,2012-01-20,2012-01-26
2311,2011-07-25,2013-01-25,2012-01-20,2012-01-26
2312,2011-07-25,2013-01-25,2012-01-20,2012-01-26
2313,2011-07-25,2013-01-25,2012-01-20,2012-01-26
2314,2011-07-25,2013-01-25,2012-01-20,2012-01-26
2315,2011-07-25,2013-01-25,2012-01-20,2012-01-26
2316,2011-06-30,2012-12-21,,
2317,2009-01-10,2015-02-15,,
2318,2011-02-22,2017-05-30,2012-02-21,2012-02-21
2319,2012-03-01,2014-12-31,,
2320,2011-01-04,2012-09-28,2012-09-28,2012-09-28
2321,2009-04-09,2016-09-30,2012-09-28,2012-09-28
2323,2010-01-04,2012-09-29,,
2324,2010-06-14,2014-03-31,2012-09-30,2012-09-21
2325,2009-08-05,2013-09-30,2012-12-31,2012-11-07
2326,2011-03-10,2012-10-15,,
2327,2010-02-03,2012-03-07,2012-02-07,2012-03-07
2328,2010-12-27,2013-06-23,,
2329,2011-05-16,2011-10-17,2011-10-17,2011-10-17
2330,2011-09-13,2013-09-30,2012-07-30,2012-07-30
2331,2010-05-07,2012-09-30,2011-12-31,2012-01-15
2332,2011-04-29,2012-02-08,2012-04-05,2012-04-05
2335,2010-11-29,2012-02-24,2011-11-24,2011-11-24
2336,2012-06-03,2013-02-21,2012-05-31,2012-04-26
2337,2011-02-06,2012-08-23,2011-12-22,2011-12-22
2338,2011-01-10,2011-10-27,2011-10-27,2011-10-27
2339,2011-04-29,2012-09-28,,
2340,2011-01-07,2017-09-30,2012-12-31,2012-12-31
2341,2011-07-18,2012-09-18,,
2342,2011-01-06,2012-02-03,2012-02-03,2012-02-03
2343,2011-02-24,2012-02-24,2012-02-24,2012-02-23
2344,2011-01-04,2013-03-25,2012-04-30,2012-04-27
2345,2010-11-08,2012-09-28,2012-09-28,2012-09-28
2346,2011-03-25,2012-09-30,,
2347,2011-09-05,2012-09-28,2012-09-28,2012-09-28
2348,2011-07-25,2014-01-04,2011-10-31,2012-03-05
2349,2009-12-31,2013-06-28,2012-08-13,2012-08-13
2350,2011-05-20,2013-09-30,2012-11-06,2012-07-06
2351,2011-10-01,2013-06-14,,
2352,2010-12-10,2016-03-28,2012-09-28,2012-09-28
2353,2010-12-10,2015-12-30,2012-06-01,2012-08-06
2354,2010-01-11,2012-10-15,2012-06-15,2012-06-30
2355,2011-04-29,2013-03-17,2012-04-30,2012-04-30
2356,2010-01-10,2012-09-30,2012-09-30,2012-09-30
2357,2012-03-19,2013-08-11,2012-05-25,2012-04-17
2358,2010-03-18,2017-09-29,,
2359,2008-01-10,2012-12-31,,
2360,2004-02-18,2017-09-29,,
2361,2010-10-19,2012-12-31,,
2362,2011-11-01,2015-09-30,2012-09-28,2012-09-28
2363,2011-02-24,2012-12-31,,
2364,2011-01-06,2012-01-05,2012-02-29,2011-03-12
2366,2010-01-10,2012-01-10,,
2367,2011-01-04,2015-09-30,2012-09-28,2012-09-28
2368,2011-02-18,2015-09-30,,
2369,2011-04-28,2014-09-30,2012-03-04,2012-03-04
2370,2010-05-04,2012-11-18,2012-11-18,2012-11-18
2371,2010-01-06,2011-12-30,2011-12-30,2011-12-30
2372,2009-07-15,2016-09-30,2012-05-16,2012-05-16
2373,2010-09-08,2015-09-30,,
2374,2010-01-07,2015-09-30,2012-09-28,2012-09-28
2375,2010-01-11,2015-09-30,2012-01-08,2012-01-08
2376,2010-12-13,2013-01-11,,
2377,2010-01-10,2015-09-30,2012-03-30,2012-06-23
2378,2010-04-01,2015-09-30,,
2379,2012-01-03,2014-08-31,2012-09-22,2012-09-22
2380,2010-06-15,2013-01-07,,
2381,2012-01-03,2015-09-30,,
2382,2010-01-09,2017-09-30,,
2383,2010-01-06,2015-09-30,,
2384,2011-02-28,2015-06-28,,
2385,2008-01-07,2015-09-30,2012-04-20,2012-04-20
2386,2010-01-09,2016-09-30,,
2387,2011-01-02,2013-01-28,,
2388,2010-01-10,2014-09-30,,
2389,2009-01-10,2014-09-30,,
2390,2011-04-28,2014-03-31,2012-03-04,2012-03-04
2391,2011-01-08,2013-01-31,,
2555,2009-01-06,2012-09-07,,
2556,2010-01-10,2012-05-16,2012-05-16,2012-05-25
2557,2011-01-02,2011-08-30,2011-08-30,2011-08-30
2558,2011-01-02,2011-08-30,2011-08-30,2011-08-30
2559,2011-03-15,2011-09-30,2011-09-30,2011-09-30
2560,2010-07-15,2012-01-13,2012-01-13,2012-01-13
2561,2011-01-10,2012-01-13,2012-01-13,2012-01-13
2567,2012-01-04,2013-01-03,,
2568,2012-01-10,2014-03-28,,
2569,2011-01-07,2014-02-28,,
2570,2011-09-15,2012-09-14,2012-09-14,2012-09-14
2571,2011-09-27,2012-12-09,2012-12-09,2012-12-09
2572,2011-09-16,2013-05-15,2013-05-15,2013-05-15
2573,2012-03-09,2015-09-30,,
2574,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2575,2003-01-10,2023-09-30,2013-01-07,2013-11-03
2576,2011-01-08,2017-09-30,,
2577,2010-01-04,2017-08-30,,
2578,2010-01-10,2013-03-31,2013-03-31,2013-03-31
2579,2006-03-28,2015-07-31,2012-07-24,2012-07-24
2580,2005-06-24,2021-12-31,2012-09-30,2012-09-30
2581,2004-07-16,2015-12-31,,
2582,2011-07-29,2012-09-30,,
2583,2011-12-15,2025-09-30,,
2584,2009-09-30,2011-10-15,2011-10-15,2011-10-15
2585,2009-09-30,2012-06-15,,
2586,2011-03-10,2013-06-29,,
2587,2010-01-01,2012-12-31,,
2588,2009-01-02,2013-09-30,,
2589,2011-10-18,2014-12-31,,
2590,2007-01-11,2017-09-30,,
2591,2007-01-10,2017-09-30,,
2592,2008-01-10,2017-09-30,,
2593,2009-01-10,2017-09-30,,
2594,2008-01-10,2017-09-30,,
2595,2008-01-10,2017-09-30,,
2596,2008-01-10,2017-09-30,,
2597,2009-08-09,2012-07-12,,
2598,2011-01-12,2013-05-31,2013-05-31,2013-05-31
2599,2011-01-10,2012-09-30,,
2600,2008-01-10,2013-09-30,,
2601,2010-01-10,2012-09-30,,
2602,2011-03-10,2012-09-30,2012-09-30,2012-09-30
2603,2011-03-10,2012-09-30,2012-09-30,2012-09-30
2604,2011-03-29,2012-09-09,2012-09-09,2012-09-28
2605,2011-03-29,2012-10-09,2012-10-09,2012-09-28
2606,2008-10-01,2014-03-31,2012-08-11,2012-08-11
2607,2001-11-02,2021-09-30,,
2608,2010-09-19,2014-09-19,2012-09-30,2012-09-30
2609,2011-01-04,2018-09-30,,
2610,2011-01-04,2018-09-30,,
2611,2011-01-04,2018-09-30,,
2612,2008-01-10,2012-12-31,2012-12-31,2013-06-29
2613,2009-01-10,2015-01-26,2013-02-14,2013-02-14
2614,2009-01-10,2011-11-30,,
2615,2010-10-06,2011-11-30,,
2616,2011-12-30,2012-11-30,,
2617,2011-12-30,2013-01-30,,
2618,2011-12-30,2013-09-30,,
2619,2011-12-30,2013-09-30,,
2620,2012-01-31,2013-09-30,,
2621,2012-02-28,2013-09-30,,
2622,2012-01-31,2013-01-06,2013-01-06,2013-01-06
2623,2003-12-15,2012-09-30,2012-09-30,2012-09-30
2624,2007-12-09,2017-09-30,2017-09-30,2017-09-30
2625,2012-01-31,2014-01-31,,
2626,2011-01-10,2012-01-10,,
2627,2011-01-10,2012-09-30,,
2628,2011-11-15,2013-05-31,,
2629,2011-11-05,2012-09-30,2012-10-09,2012-10-09
2630,2011-01-10,2012-09-30,,
2631,2011-01-10,2012-09-30,,
2632,2011-01-10,2012-09-30,,
2633,2011-01-10,2012-09-30,,
2634,2011-01-10,2012-09-30,,
2635,2012-09-30,2017-04-30,,
2636,2010-11-30,2012-01-31,2012-01-31,2012-01-31
2637,2011-06-30,2012-09-30,2012-09-30,2012-09-30
2638,2010-01-10,2013-08-31,,
2639,2010-01-12,2013-08-31,,
2640,2012-04-30,2013-08-31,,
2641,2011-01-01,2014-01-05,,
2642,2012-01-05,2016-01-07,,
2643,2011-01-08,2014-01-04,,
2644,2010-01-08,2016-01-08,,
2645,2010-01-02,2012-12-05,2012-12-05,2012-12-05
2646,2011-01-10,2014-01-01,2013-01-03,2013-01-03
2647,2008-01-09,2012-01-04,2012-01-04,2012-01-04
2648,2010-01-10,2015-01-10,,
2649,2011-01-10,2012-09-30,,
2650,2010-02-13,2012-09-15,,
2651,2007-02-07,2012-04-15,2012-04-15,2012-04-15
2652,2011-01-08,2012-01-10,2012-01-10,2012-01-10
2653,2010-01-10,2015-09-30,2013-04-04,2013-04-04
2654,1992-12-21,2021-12-31,2014-09-30,2014-09-30
2655,2012-01-04,2012-12-31,,
2656,2009-01-10,2013-09-30,,
2657,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2658,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2659,2009-01-06,2012-09-30,2012-09-30,2012-09-30
2660,2011-03-10,2012-09-28,2012-09-28,2012-09-28
2661,2011-01-11,2011-01-11,2012-09-28,2011-01-12
2662,2011-05-31,2012-03-29,2012-03-29,2012-03-29
2663,2012-01-01,2012-12-31,,
2664,2006-12-26,2012-02-17,,
2665,2009-02-27,2012-01-11,2012-01-31,2012-12-07
2666,2010-09-30,2012-09-29,2012-09-29,2012-09-29
2667,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2668,2010-01-10,2012-09-30,2012-09-30,2012-09-30
2669,2010-02-28,2012-12-17,,
2670,2012-03-26,2015-03-15,,
2671,2000-01-10,2018-09-30,2012-09-30,2012-09-30
2672,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2673,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2674,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2675,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2676,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2677,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2678,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2679,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2680,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2681,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2682,2010-04-03,2012-06-29,2012-06-29,2012-06-29
2683,2012-01-31,2013-12-31,2013-12-31,2013-12-31
2684,2009-10-08,2014-04-30,2012-02-22,2012-12-11
2685,2004-09-30,2025-09-30,,
2686,2010-01-02,2018-06-30,,
2687,2011-09-16,2014-09-30,,
2688,2011-06-16,2013-04-30,,
2689,2010-05-24,2012-04-17,2012-04-17,2012-04-17
2690,2011-01-26,2012-01-25,2012-01-25,2012-01-25
2691,2012-01-26,2012-04-17,2012-04-17,2012-04-17
2692,2000-12-10,2027-09-30,,
2693,2000-09-30,2017-07-07,2012-09-30,2012-09-30
2694,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2695,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2696,2011-02-10,2012-09-30,2012-09-30,2012-09-30
2697,2010-01-03,2014-01-03,,
2698,2008-09-15,2014-06-30,2014-06-30,2014-06-30
2699,2002-01-30,2048-08-15,,
2700,2012-01-15,2015-10-15,2012-12-31,2012-12-31
2701,2010-05-09,2012-04-09,,
2702,2011-03-01,2012-04-09,,
2703,2011-05-15,2012-11-15,2012-11-15,2012-11-15
2704,2008-01-06,2012-01-04,,
2705,2007-03-01,2012-09-30,,
2706,2009-01-04,2012-09-30,,
2707,2010-01-09,2012-06-30,,
2708,2011-03-10,2012-09-30,,
2709,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2710,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2711,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2712,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2713,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2714,2011-10-10,2012-09-30,2012-09-30,2012-09-30
2715,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2716,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2717,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2718,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2719,2008-03-28,2013-11-30,2013-11-30,2013-11-30
2720,2009-01-10,2010-10-31,2010-10-31,2010-10-31
2721,2010-01-10,2017-09-30,2012-12-30,2012-12-30
2722,2010-01-10,2017-09-30,2013-03-30,2013-03-30
2723,2010-01-10,2017-09-30,2012-09-30,2012-09-30
2724,2001-01-10,2015-01-01,2015-01-01,2015-01-01
2725,2008-01-10,2033-09-30,2012-09-30,2012-09-30
2726,2002-10-25,2038-09-30,2012-09-30,2012-09-30
2727,2011-01-10,2012-09-30,,
2728,2011-01-11,2012-12-31,,
2729,2012-09-30,2013-07-31,,
2730,2011-01-03,2011-08-30,2011-08-30,2011-09-30
2732,2011-01-07,2011-09-30,2011-09-30,2011-09-30
2733,2009-01-10,2011-09-30,2011-09-30,2011-09-30
2738,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2742,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2743,2011-01-10,2012-12-31,2012-12-31,2012-12-31
2744,2010-01-10,2015-03-31,,
2745,2012-09-07,2013-09-03,,
2746,2011-02-16,2011-10-13,2011-10-13,2011-02-12
2747,2012-01-18,2013-02-17,,
2748,2011-10-17,2011-12-30,2011-12-30,2012-01-02
2749,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2750,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2751,2011-01-10,2012-03-31,,
2752,2011-01-10,2012-03-31,,
2753,2011-01-10,2012-03-31,,
2759,2011-01-10,2012-09-17,2012-09-17,2012-09-17
2760,2012-01-04,2012-09-30,2012-09-30,2012-09-30
2761,2011-01-09,2012-03-31,2012-03-31,2012-06-06
2762,2012-01-01,2012-12-31,,
2763,2011-09-15,2011-12-31,2011-12-31,2011-12-31
2764,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2765,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2766,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2767,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2768,2011-01-07,2014-01-04,2013-01-03,2013-01-03
2769,2011-01-10,2013-04-30,2013-04-30,2013-04-30
2770,2011-01-10,2012-11-30,2012-11-30,2012-11-30
2771,2011-01-10,2013-05-31,2013-05-31,2013-05-31
2772,2012-01-04,2012-09-30,2012-09-30,2012-09-30
2773,2011-01-10,2013-09-30,,
2774,2011-01-05,2013-01-01,2012-09-30,2012-09-30
2775,2010-01-10,2015-09-30,,
2777,2011-03-10,2012-12-29,,
2778,2011-09-15,2012-02-03,2012-02-03,2012-02-03
2779,2011-05-16,2011-03-12,2011-03-12,2012-01-31
2780,2012-02-04,2012-12-14,,
2781,2012-02-04,2013-07-31,,
2782,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2783,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2784,2011-01-10,2012-09-30,2012-09-30,2012-09-30
2785,2011-03-10,2013-12-07,,
2786,2011-03-10,2012-04-14,2012-04-14,2012-08-06
2787,2011-03-10,2013-09-02,,
2788,2011-03-10,2013-06-15,,
2789,2011-03-10,2013-11-29,,
2790,2011-03-10,2011-10-31,2011-10-31,2011-10-31
2791,2011-03-10,2012-10-09,2012-10-09,2012-10-09
2792,2011-03-10,2013-07-13,,
2793,2011-03-10,2014-09-20,,
2794,2011-03-10,2012-08-12,,
2795,2008-08-23,2012-05-18,2012-05-18,2012-05-18
