,Unnamed: 0,Unnamed: 0.1,Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time
2219,2219,2219,029-777777106,472.0,29.0,Department of Veterans Affairs,Corporate 21st Century Core,2356.0,1109130879,VAFM Business Management System Support and Hosting,"The BMS provides a repository and retrieval system of all Veterans Affairs Facility Management (VAFM) level business processes (enterprise wide). These processes apply to all Administrations and Staff Offices. The BMS allows for facility processes to be continually updated and refined without having to publish volumes of paper and will always host the most current version of a process. As VAFM transforms away from a fragmented approach to facility management, the need for easy access to current processes is essential for successful implementation of change.",01/10/2010,30/09/2012,30/09/2012,30/09/2012,2.2430000000000003,2.2430000000000003,21/05/2012,14:08:46
2220,2220,2220,029-777777106,472.0,29.0,Department of Veterans Affairs,Corporate 21st Century Core,2357.0,1109190770,Talent Management System FY12 Enhancements,Enhance the Talent Management System to provide Customer Relationship Management andLeadership Development Portal functionality. Convert learning content to make it available for viewing on mobile devices.,19/03/2012,08/11/2013,25/05/2012,17/04/2012,0.5025069999999999,0.5025069999999999,21/06/2012,10:41:28
2221,2221,2221,029-777777106,472.0,29.0,Department of Veterans Affairs,Corporate 21st Century Core,2821.0,1010150610,Labor Management Relations Tracking System (LMR),"The Labor Management Relations Tracking System (LMR) will provide information to VAs top management regarding Labor Relations (LR) actions and issues and will also identify trends and deficiencies which will foster the development of training in the specific areas that are needed to correct LR problems. LMR also seeks to educate management and supervisors on good LR practices. LMR is a web-based application that will provide the capabilities needed to manage, track, and report LR issues in a more efficient manner.",02/02/2011,24/02/2012,24/02/2012,23/02/2012,0.249,0.249,21/05/2012,14:08:46
2222,2222,2222,029-777777106,472.0,29.0,Department of Veterans Affairs,Corporate 21st Century Core,2822.0,1010150611,SES Collaborative Website," The Corporate Senior Executive Management Office (CSEMO) requires collaborative management tools (CMT) for engaging the members of the Senior Executive Service (SES). It will enable the sharing of educational, program, biographical and other critical information so as to enhance the effectiveness and performance of SES members through collaboration and communication.",02/12/2009,29/02/2012,31/10/2011,31/10/2011,0.59032,0.59032,19/03/2012,08:42:27
2223,2223,2223,029-777777106,472.0,29.0,Department of Veterans Affairs,Corporate 21st Century Core,2823.0,1107260603,CSEMO Performance and Talent Management System (CPTMS)," The Corporate Senior Executive Management Office (CSEMO) needs to standardize and make more efficient the means by which executives are rated, evaluated and receive performance based compensation. The Corporate Senior Executive Management Office (CSEMO) also needs to streamline, centralize and automate the processes and tools involved in the management, development and evaluation of executive talent as well as enhance the collaboration and communication with and between executives.",26/07/2011,27/09/2013,,,1.8109689999999998,1.810989,21/06/2012,10:41:28
2224,2224,2224,029-777777029,473.0,29.0,Department of Veterans Affairs,Corporate 21st Century SAM,2338.0,1109131061,Strategic Asset Management (SAM) Replanned Effort,"NOTE: The project was canceled per VA CIO on October 27, 2011. The Strategic Asset Management (SAM) project is a multi-year effort to replace Veteran Affairs (VAs) existing asset management systems with a single, web-based, integrated, COTS enterprise-level system to address VAs critical need for a modernized and integrated facilities management capability. The initial functional community will be Facilities Management (FM).",01/10/2011,27/10/2011,27/10/2011,27/10/2011,4.0,0.925359,19/03/2012,08:42:23
2225,2225,2225,029-777777109,474.0,29.0,Department of Veterans Affairs,Enterprise IT Support,2824.0,1109100966,IOC - Common Operating Picture - COOP,"Projectfacilitates VASecretary's decision-makingcapability to predict, prevent,respond and recoverin the event of National Emergency and Natural Disaster. Specifically, the projelivers a Common Operating Picture (COP) System Design and Architecture, COP Prototype and Proof-of-Concept pertaining to Subject Matter Expert Center for Biological Events.",07/03/2011,31/07/2012,20/06/2012,20/06/2012,3.88345,4.037686,17/07/2012,08:13:24
2226,2226,2226,029-888888101,478.0,29.0,Department of Veterans Affairs,InterAgency 21st Century Core,2943.0,1111180627,iEHR Presentation Layer,"The DoD/VA Health Executive Council signed an agreement to utilize the Janus-based graphical user interface (GUI) for an enterprise-level iEHR solution that will be implemented gradually at VA and DoD medical centers throughout the nation. This project includes a newly constructed GUI that essentially overlays Janus in order to present, in one single view, all of the patient data that is available in the VAs VistA, CHCS, and eventually AHLTA. An expected benefit to be realized is the simultaneous, non-duplicative provisioning of accessible, high-quality health care information for both the active duty and veteran providers. This joint access system will provide a template by which future joint health care initiatives can be modeled, thus reducing the total cost of ownership as the Government moves toward a realization of the Presidential and Congressional goals of complete interoperability between the DoD and the VA.",02/02/2012,31/12/2014,05/09/2012,05/09/2012,1.6680000000000001,1.6680000000000001,21/06/2012,10:41:46
2227,2227,2227,029-888888101,478.0,29.0,Department of Veterans Affairs,InterAgency 21st Century Core,3135.0,1203140913,iEHR Service Oriented Architecture (SOA) Suite,"The SOA Suite will provide a set of infrastructure components enabling the development, deployment and management of SOA services in support of a logical SOA infrastructure.",14/03/2012,15/10/2012,15/09/2012,15/09/2012,86.697339,86.697339,21/05/2012,14:08:47
2228,2228,2228,029-888888104,479.0,29.0,Department of Veterans Affairs,InterAgency 21st Century Enrollment Systems Redesign,2367.0,1109140875,Enrollment Legislative Changes,The Enrollment Legislative Changes initiative provides support for existing and future capabilities resulting from policy legislative changes.,01/04/2011,30/09/2015,28/09/2012,28/09/2012,2.576605,2.501089,21/06/2012,10:42:00
2229,2229,2229,029-888888103,480.0,29.0,Department of Veterans Affairs,InterAgency 21st Century PIV,2827.0,1109220008,PIV Site Enhancements and Expansion,"During FY2012, it is planned to continue the implementation of 80 mobile PIV credentialing systems procured during FY2011. It is also planned to procure and implement enhancements to the 204 established credentialing centers across the Agency facilities.",03/10/2011,28/09/2012,03/02/2012,03/02/2012,0.3,0.3,21/05/2012,14:08:57
2230,2230,2230,029-888888103,480.0,29.0,Department of Veterans Affairs,InterAgency 21st Century PIV,2828.0,1109220011,PIV Physical Access Control Systems (PACS),"The overall Agency Physical Access Control System (PACS) will be brought into FIPS-201 compliance using the investment. Systems Analysis and Design for the enterprise level PACS system will be completed. In addition, the hardware and software procurements will be procured according to the architecture that results from the system analysis and design work.",03/10/2011,28/09/2012,03/02/2012,03/02/2012,0.3,0.3,31/10/2011,12:44:11
2231,2231,2231,029-888888103,480.0,29.0,Department of Veterans Affairs,InterAgency 21st Century PIV,2845.0,1004130603,Safety and Security Initiative (HSPD-12)(PIV),"Development, Modernization and Enhancementsof the current PIVsystem to support the Agency mission tocredential all required employees, contractors, and affiliates.",20/07/2009,30/12/2011,30/12/2011,30/12/2011,0.670669,0.547013,19/03/2012,08:42:52
2232,2232,2232,029-888888102,481.0,29.0,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2358.0,1003180604,Administrative Data Repository (ADR),Provides an authoritative data store for shared administrative/ identity/ demographic/ eligibility information which is managed as a corporate asset. This will be realized by a central administrative database for all Medical 21st Century Core applications.,18/03/2010,29/09/2017,,,2.332,2.2095700000000003,21/05/2012,14:08:50
2233,2233,2233,029-888888102,481.0,29.0,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2359.0,1003300603,Nationwide Health Information Network Adapter Gateway,"The Nationwide Heath Information Network (NwHIN) will provide for the electronic exchange of standardized health records with other Federal and private providers, upon authorization of the Veteran. Supports Office of the National Coordinator for Health Care Technology (ONCHIT) efforts relative to development and implementation of NwHIN. NwHIN will provide a secure, nationwide, interoperable health information infrastructure that will connect providers, consumers and others involved in supporting health and healthcare. The request is also foundational to the Presidents goal to develop the Virtual Lifetime Electronic Record (VLER).",01/10/2008,31/12/2012,,,26.043430999999998,26.387297999999998,21/06/2012,10:41:50
2234,2234,2234,029-888888102,481.0,29.0,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2360.0,1010250603,Health Data Repository  (HDR) II,"HDRII is a national database w/ clinical information & health data. HDR resides on one national platform for use by clinicians & other personnel in support of Veteran-centric care. Provides a national, longitudinal database of Veterans clinical data that is structured, standardized & used by clinical & analytic applications. Integration of clinical patient data across VHA & external healthcare systems is key & HDR provides that.",18/02/2004,29/09/2017,,,4.005,4.005,21/05/2012,14:08:50
2235,2235,2235,029-888888102,481.0,29.0,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2361.0,1012160603,Nationwide Health Information Network Direct,"This project would involve expansion of the standards and service definitions of the Nationwide Health Information Network (NwHIN) to allow organizations to deliver simple, secure, scalable, standards-based encrypted health information directly to known trusted recipients over the Internet.",19/10/2010,31/12/2012,,,6.281751,6.598981,21/06/2012,10:41:50
2236,2236,2236,029-888888102,481.0,29.0,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2362.0,1101110603,BHIE Performance and Usability Enhancements (PUE),"The Performance and Usability Enhancements (PUE) funding stream provides adaptive perfective maintenance and new capabilities for Health Information Exchange (HIE) and Benefits Information Exchange (BIE) between the Department of Veterans Affairs (VA) and the Department of Defense (DoD) multiple applications within the Bidirectional Health Information Exchange (BHIE) system of systems. PUE outcomes include the VLER Data Access Service, (DAS), end-user notification, and two-pass architecture amongst other maintenance and new capability sub-projects on the product users backlog. PUE funds and provides the critical core components of the Virtual Lifetime Electronic Record , (such as the DAS), as well as the present and continuing VA backbone for HIE and BIE between VA and DoD. Clinicians and claims adjudicators rely upon and use, on a daily basis, at a rate of over 5 million queries per year, clinical records that BHIE provides. BHIE provides HIE for clinicians and adjudicators to deliver efficient, effective, and timely treatment and claims processing. Clinicians avoid duplicating radiological, lab, and other tests and studies by using BHIE derived clinical data. If BHIE were not funded, then interagency clinical record exchange would degrade and fail. Patient safety could be seriously and adversely affected, costs could increase, patient satisfaction could decrease, and wounded warriors would not receive timely or effective treatment or claims processing. BHIE provides 31 HIE domains, and the number is anticipated to grow by 107 more.",11/01/2011,30/09/2015,28/09/2012,28/09/2012,7.399836,7.399836,17/04/2012,11:54:10
2237,2237,2237,029-888888102,481.0,29.0,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2363.0,1103080603,Nationwide Health Information Network Veteran Authorization and Preferences (VAP),The Veterans Authorizations and Preferences Project (VAP) will provide veterans with the capability to electronically set and manage their preferences for sharing their health information with other Federal and private providers through the Nationwide Health Information Network (NwHIN).,24/02/2011,31/12/2012,,,9.203586,9.515596,21/06/2012,10:41:50
2238,2238,2238,029-888888102,481.0,29.0,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2364.0,1105040604,CHDR Veteran Health Information Model Release,"CHDR Veteran Health Information Model Release (VHIM) provides bi-directional, computable data exchange between the Veteran Affairs Health Data Repository and Department of DefenseClinical Data Repository.",01/06/2011,01/05/2012,29/02/2012,03/12/2011,2.96,2.96,20/12/2011,07:09:24
2239,2239,2239,029-888888102,481.0,29.0,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2366.0,1109200009,STS - Problem List Standardization,"The Problem List VistA patch will associate Systematized Nomenclature of Medicine Clinical Terms (SNOMED CT) codes to International Classification of Diseases and Related Health Problems (IDC-9) codes. When ICD-10 is implemented, the SNOMED CT code will be associated with the ICD-10 code.",01/10/2010,01/10/2012,,,0.55,0.546875,28/02/2012,14:14:38
2240,2240,2240,029-888888102,481.0,29.0,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2825.0,1109200025,STS - VA Enterprise Terminology Services (VETS),"VETS consists of tools and applications that allow terminology analysts to author, distribute and perform maintenance on the terminology content that supports applications that need standardized, computable and interoperable clinical terminology.",29/07/2011,01/10/2012,30/01/2012,30/01/2012,0.2,0.21,19/03/2012,08:42:46
2241,2241,2241,029-888888102,481.0,29.0,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,3077.0,1202021049,VLER Data Access Services (DAS),"DAS supports the efficient exchange of VLER health, benefits and personnel data securely and accurately between all data producers and consumers that exist among DoD, VA, and external partners thereby enhancing Veterans rapid access to benefits.",02/04/2012,29/09/2017,28/09/2012,28/09/2012,3.12,3.12,17/04/2012,11:54:09
2242,2242,2242,029-888888102,481.0,29.0,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,3079.0,1202261297,Veteran Authorization and Preferences Interface Improvements (VAP II),"VAP II will provide a centralzied authorization portal, supports a Service member and Veteran-centric customer service approach by expanding awareness and proactive outreach for all VA entitlements: The authorizations portal will contain applicable forms located within a centralized, user-friendly and easy to navigate system.",15/03/2012,29/09/2017,30/04/2012,30/04/2012,0.01,0.01,17/04/2012,11:54:10
2243,2243,2243,029-555555111,482.0,29.0,Department of Veterans Affairs,Medical 21st Century Bar Code Expansion(BCE),2252.0,1003150605,Bar Code Expansion (BCE) Positive Patient Identification,"This project implements barcode wireless technology that will enable positive patient identification at the point of care for clinical specimen collection, anatomic pathology specimen collection, and blood administration, as well as reduce adverse events associated with incorrect blood product transfusion; mislabeling of laboratory, anatomical pathology, and blood specimens; and decrease adverse events associated with surgical procedures. BCE supports the Department of Veterans Affairs Strategic Plan FY 2006 2011 Business Performance Measure Objective E.3: Percent of Laboratory specimens that are collected utilizing barcode technology.",19/02/2010,22/11/2015,,,8.188884,8.188884,30/09/2011,06:11:41
2244,2244,2244,029-555555194,483.0,29.0,Department of Veterans Affairs,Medical 21st Century CAPRI,2320.0,1003210606,Compensation and Pension Record Interchange (CAPRI) Tactical Enhancements,"This project covers the development, modernization, and enhancements (DM&E) of the Compensation and Pension Record Interchange (CAPRI) program. The scope of this effort includes all activities needed to implement enhancements as prioritized by the CAPRI Integrated Product Team (IPT).",01/04/2011,28/09/2012,28/09/2012,28/09/2012,2.640574,2.532324,21/06/2012,10:40:53
2245,2245,2245,029-555555108,484.0,29.0,Department of Veterans Affairs,Medical 21st Century Development Core,2226.0,1003230605,Emergency Department Integration Software (EDIS) - Version 2,"The Emergency Department Integration Software (EDIS) project aims to provide functionality that enables Emergency Department (ED) staff to track patients through the entire emergency-care process. It will provide more timely awareness to ED staff on patients care status and related events, which will result in improvements in the management of care delivery, patient safety, and resource utilization. It also provides structured support for the steps in patient care, resulting in improved adherence to standardized processes for EDs across VA.",03/01/2011,30/09/2014,,,7.102164,7.4566490000000005,21/06/2012,10:40:04
2246,2246,2246,029-555555108,484.0,29.0,Department of Veterans Affairs,Medical 21st Century Development Core,2227.0,1003240605,Surgery Quality and Workflow Manager (SQWM),"The Surgery Quality and Workflow Manager (SQWM) project aims to deliver functionality that will benefit veterans by implementing a COTS SQWM software tool which will allow the tracking of surgery patients through the pre-surgical process, scheduling of surgery, and the peri-operative period.",01/08/2010,30/05/2014,11/10/2012,11/10/2012,34.952687,24.194589,21/06/2012,10:40:04
2247,2247,2247,029-555555108,484.0,29.0,Department of Veterans Affairs,Medical 21st Century Development Core,2228.0,1010210603,Primary Care Management Module (PCMM) Rehost_Reengineering,"This project will improve Primary Care Management Module (PCMM) by create a National PCMM system to ensure patients are managed within a primary care system rather than local primary care services. The creation of a national database that would help eliminate 100,000+ duplicate Primary Care Provider Assignments, eliminate the need to transmit VistA PCMM data to Austin (CFD), and facilitate providers ability to co-manage patients (coordination of care between facilities).",17/08/2011,30/01/2014,,,4.846998,4.846998,21/05/2012,14:08:42
2248,2248,2248,029-555555108,484.0,29.0,Department of Veterans Affairs,Medical 21st Century Development Core,2229.0,1101060604,Beneficiary Travel Enhancement,"The Beneficiary Travel enhancementswill provide more accurate and less burdensome delivery of beneficiary travel benefit services to Veterans, better meet the reporting needs of the Department of Veterans Affairs (VA) (Central Office and field) and Congress, and reducing potential fraud, waste, and abuse.",01/10/2010,09/10/2012,04/09/2012,04/09/2012,1.9988560000000002,1.9988560000000002,19/03/2012,08:42:07
2249,2249,2249,029-555555108,484.0,29.0,Department of Veterans Affairs,Medical 21st Century Development Core,2230.0,1101060605,Non-VA Care - Claims Processing,"Help improve the delivery, management and oversight of Non-VA health care services, specifically authorization & justification of such Non-VA care resulting in reduction of fraud, waste and abuse.",01/10/2010,26/09/2012,26/09/2012,26/09/2012,9.029833,9.029833,21/05/2012,14:08:42
2250,2250,2250,029-555555108,484.0,29.0,Department of Veterans Affairs,Medical 21st Century Development Core,2231.0,1101130606,Veterans Benefit Handbook,"Develop a new Veteran specific Member Benefits Handbook. This handbook will be developed to be available online, and a print version will be delivered to Veterans' homes.",31/03/2011,30/06/2017,,,9.94,6.5993460000000015,21/06/2012,10:40:04
2251,2251,2251,029-555555108,484.0,29.0,Department of Veterans Affairs,Medical 21st Century Development Core,2232.0,1101130607,Health Management Platform,"The VHA transformational initiative Transforming Health Care Delivery through Health Informatics, will shape the future of VHA clinical information systems through deliberate application of health IT and informatics to deliver solutions that transform health care delivery. The projectwill support establishment of cross-cutting health informatics tools designed by health professionals to optimize performance in terms of quality, efficiency and increased job satisfaction; to encourage and facilitate increased patient and family engagement in care and decision-making; and support population and evidence-based care focused on preventive and chronic disease management. In FY12, the Initiative will continue to develop the infrastructure / framework to support a predominantly web-based Electronic Health Management Platform plus an AViVA Software Development Kit - enabling contributions from other software development sources. Additionally, it will establish a sustainable workforce capacity to support healthcare modernization and improved care delivery. The workforce capacities component will build on agency successes with continued development of informatics career paths, curriculum, delivery of coursework and improved coordination and communication strategies amongst VA Health Informaticists.",01/10/2010,28/09/2012,28/09/2012,28/09/2012,10.764566,10.764566,17/04/2012,11:53:17
2252,2252,2252,029-555555108,484.0,29.0,Department of Veterans Affairs,Medical 21st Century Development Core,2233.0,1101130609,Patient Advocacy Database,"The Department of Veterans Affairs (VA) home page and all major entry point webpages provide links to Contact VA. When users click on the Contact VA link, they are routed to the Inquiry Routing & Information System (IRIS). Veterans and other website visitors enter inquiries (questions, complaints, compliments, and suggestions) into the IRIS system. These are then routed throughout VA to all VA Medical Centers (VAMCs), Veterans Integrated Service Network (VISN) offices, Regional Offices, National Cemetery Administration (NCA) offices, and many Program Offices in VA Central Office (VACO). IRIS runs on a Secure Socket Layer (SSL), enabling an encrypted connection between the Veteran and VA. Medical centers usually assign the IRIS response and tracking process to Patient Advocates at their respective locations. Since Patient Advocates also record patient interaction in the Patient Advocate Tracking System (PATS), some measure of duplication between systems occurs. This New Service Request (NSR) seeks an automated process by which any duplicate fields in PATS can be filled with information already entered into the IRIS.",16/03/2011,31/10/2012,31/10/2012,31/10/2012,2.28005,2.563318,21/05/2012,14:08:42
2253,2253,2253,029-555555108,484.0,29.0,Department of Veterans Affairs,Medical 21st Century Development Core,2234.0,1101130610,Veterans Transportation Service (VTS),"Supplement existing benefits and programs by providing Veterans with the most convenient and timely access to transportation services. Establish a network of transportation service providers that could include Veteran Service Organizations (VSOs); community and commercial transportation providers; federal, state and local government transportation services as well as non-profits, such as United We Ride, operating within each Veterans Integrated Service Network (VISN) or even local facility.",28/02/2011,31/10/2012,31/10/2012,31/10/2012,3.91,2.374144,21/06/2012,10:40:04
2254,2254,2254,029-555555108,484.0,29.0,Department of Veterans Affairs,Medical 21st Century Development Core,2235.0,1101130611,Public Quality and Safety Website (PQSW),"Public Quality and Safety Website provides VHAs quality and safety data in a useful and understandable manner for the Veteran, their families, and the public. Website information will help create advocates for VA healthcare, increase trust among our enrollees, and promote improved healthcare behaviors and decision making.",16/03/2011,01/04/2013,,,2.95118,2.146989,28/02/2012,14:14:26
2255,2255,2255,029-555555108,484.0,29.0,Department of Veterans Affairs,Medical 21st Century Development Core,2236.0,1103110603,Research Administrative Management System (RAMS),"Aims to improve the efficiency, performance, and transparency of the national VA Research program by implementing an enterprise-wide Research Administrative Management System (RAMS). The RAMS project includes the development of a single front-end web-based data management and reporting application and centralized database to support fieldresearch offices, Office of Research and Development (ORD) and VA Central Office(VACO). RAMS will support the major business functions of the research offices and provide a common database for tracking and reporting of research program data.",06/06/2011,24/09/2014,,,0.885,0.885,21/06/2012,10:40:04
2256,2256,2256,029-555555108,484.0,29.0,Department of Veterans Affairs,Medical 21st Century Development Core,2237.0,1109120965,Point of Care Research (POC-R),"The goal of the project is to deliver state of the art medical care to veterans and to simultaneously enroll them into trials that study and ultimately redefine that care. The implementation of a first pilot study has demonstrated that VistA can indeed be customized to identify, enroll and randomize patients and serve as the source of data. Over the course of the next three years, the pilot will be expanded, a full ORD research program will be developed, and new POC trials will be initiated at more than 50 VA Medical Centers across the country.",29/06/2011,31/03/2014,,,0.07400000000000001,0.07400000000000001,28/02/2012,14:14:26
2257,2257,2257,029-555555108,484.0,29.0,Department of Veterans Affairs,Medical 21st Century Development Core,2238.0,1109140770,SPS Scope Action Plan (ISO-9001)- PRISM  iQMS,"Due to Congressional, GAO (Government Accountability Office) and OIG (Office of Inspector General)safety concerns about reusable medical equipment incidences, VA has decided to implement ISO-9001 standards and quality management systems within all Sterile Processing Department (SPD) and Reusable Medical Equipment (RME) depts. In order to provide the enterprise record infrastructure for management review of the ISO-9001 Quality Management System (QMS), an integrated QMS software COTS (Commercial off the shelf) product is needed to quickly provide this functionality.",06/06/2011,11/07/2016,,,4.59,4.59,21/06/2012,10:40:04
2258,2258,2258,029-555555108,484.0,29.0,Department of Veterans Affairs,Medical 21st Century Development Core,2239.0,1109190861,Portfolio Classification and Reporting Tool (PCRT),"The Veterans Affairs Office of Research and Development (VA ORD) recognizes the importance of research portfolio analysis to its research mission and its service to veterans. Being able to analyze Veterans Affairs (VA)-funded research projects against the projects of other government funding bodies, principally the National Institutes of Health (NIH), is critical to the VAs ability to effectively manage and measure its research portfolio. For a more detailed, repeatable, efficient, and transparent categorization of VA projects, the Portfolio Classification and Reporting Tool (PCRT) will use the NIH Research, Condition, and Disease Categorization (RCDC) framework, enabling the VA ORD Central Office to create VA-defined categories focusing on areas of particular importance to the VAs care of and service to veterans.",04/07/2011,28/06/2015,,,1.6,1.6,21/06/2012,10:40:04
2259,2259,2259,029-555555108,484.0,29.0,Department of Veterans Affairs,Medical 21st Century Development Core,2805.0,1101060603,Real Time Location System (RTLS) National Middleware Data Repository (NMDR),"Develops enterprise-level standards and delivers core foundational IT services and capabilities to enable RTLS. RTLS services provide real-time location information for the optimization of mobile assets, allowing sites to manage patient and customer flow, assets and staff to improve quality of care and service delivery.",31/12/2009,30/08/2013,30/04/2012,17/05/2012,1.0,1.0,21/05/2012,14:08:42
2260,2260,2260,029-555555108,484.0,29.0,Department of Veterans Affairs,Medical 21st Century Development Core,3071.0,1110070905,Enterprise Mobile Applications,"The goal of the Enterprise Mobile Application project is to provide the Department of Veterans Affairs (VA) with a mobile applications development and production environment to leverage mobile devices for expanding the number and quality of services provided to Veterans. Application will reduceapplication development time, improve code quality, reduce risk to source systems, reduce application cost, and provide objective metrics regarding code quality.",01/02/2012,30/09/2014,30/03/2012,30/05/2012,0.435,0.435,17/04/2012,11:53:17
2261,2261,2261,029-555555222,485.0,29.0,Department of Veterans Affairs,Medical 21st Century Laboratory,2321.0,1002180615,Laboratory System Re-Engineering Project,Laboratory System Reengineering Project (LSRP) delivers an industry-leading commercial Laboratory Information Management System (LIMS) for the Pathology & Laboratory Medicine Services (P&LMS) at Department of Veterans Affairs (VA). It is interfaced with Veterans Health Information Systems and Technology Architecture (VistA) and is focused on patient-centric reporting and correcting patient safety issues.,04/09/2009,30/09/2016,28/09/2012,28/09/2012,15.3,14.961095000000002,21/05/2012,14:08:44
2262,2262,2262,029-555555242,486.0,29.0,Department of Veterans Affairs,Medical 21st Century MyHealtheVet,2323.0,1010050603,My HealtheVet - Secure Messaging,Secure Messaging seeks to allow the functionality for Veterans to securely communicate with the Healthcare teams for all non-emergent and non-urgent issues. This project has the potential to increase patient satisfaction and contribute to positive patient outcomes. The use of Secure Messaging has been mandated at all VAMCs and has been incorporated into facility performance standards. We must continue to improve the application to meet the needs of our Veterans and their Healthcare teams.,01/04/2010,29/09/2012,,,2.55,2.55,21/06/2012,10:40:59
2263,2263,2263,029-555555242,486.0,29.0,Department of Veterans Affairs,Medical 21st Century MyHealtheVet,2324.0,1011050604,Health Risk Assessment  (HRA),"A VA-customized health risk assessment (HRA) will provide population-level data at facility, vISN, and national levels for preventive care and disease management monitoring. The system, located in its own environment will interface with MHV & CPRS.",14/06/2010,31/03/2014,30/09/2012,21/09/2012,8.0,8.0,21/05/2012,14:08:45
2264,2264,2264,029-555555242,486.0,29.0,Department of Veterans Affairs,Medical 21st Century MyHealtheVet,2325.0,1101100603,My Recovery Plan (MRP)," MyRecovery Planseeks to improve delivery of web based tools and access for veterans who are substance abuse recovering and mental health patients. It includes enhancement of the existing Goals module continued development of new features in the overall evaluation, and development of an appropriate electronic recovery treatment plan for mental health and recovering substance abusing patients as a part of a larger comprehensive treatment solution.",08/05/2009,30/09/2013,31/12/2012,11/07/2012,3.9019999999999997,2.0393380000000003,21/05/2012,14:08:45
2265,2265,2265,029-555555242,486.0,29.0,Department of Veterans Affairs,Medical 21st Century MyHealtheVet,2326.0,1109130682,My HealtheVet and eBenefits Portal Integration,The Veterans/Consumers Health Informatics Office (V/CHIO) together with the Chief Business Office (CBO) and eBenefits request the provision of Single Sign On (SSO) capability for My HealtheVet (MHV). The SSO functionality should allow users to sign-on to the MHV portal from another authentication enabled portal as well as from the MHV portal to another eAuthentication enabled portal. This request is beneficial for Veterans who must maintain multiple usernames and passwords in order to conduct online business with the Department of Veterans Affairs (VA). This can be frustrating on the part of the Veteran who must remember which password is used for which web site.,03/10/2011,15/10/2012,,,0.1,0.1,19/01/2012,14:58:50
2266,2266,2266,029-555555242,486.0,29.0,Department of Veterans Affairs,Medical 21st Century MyHealtheVet,2817.0,1011010605,My HealtheVet Capabilities Enhancement, My HealtheVet Capabilities Enhancement is designed to allow for the upgrade of all hardware and software which constitutes the infrastructure for the My HealtheVet application. Phase one includes transition to virtual environments at the AITC as well as the addition of automated testing. The build environment crashed for MHV because of the antiquated hardware. My HealtheVet is currently running on non-supported versions of software. In order to continue to support the many dependent applications we need to create a more robust and flexible system.,27/06/2011,28/11/2011,28/11/2011,28/11/2011,1.501,1.501,20/12/2011,07:09:20
2267,2267,2267,029-555555242,486.0,29.0,Department of Veterans Affairs,Medical 21st Century MyHealtheVet,2818.0,1011010606,My HealtheVet- Online Viewing PHR,"The goal of the My HealtheVet (MHV) Program is to create improved quality of care for Veterans by empowering then to make informed healthcare decisions. MHV does this by providing veterans a mechanism to create and maintain a portable personal medical record accessible via the internet. Authenticated veterans can access their Vista records through this Personal Health Record. Currently VA patients who are registered MHV users, that have completed the IPA process, can view select portions of their Veterans Administration electronic health records data online, however, there are still several extracts that are unavailable and this limits their ability to actively participate and help manage their care. .",03/01/2011,29/09/2012,,,3.074001,3.074001,21/06/2012,10:40:59
2268,2268,2268,029-555555184,487.0,29.0,Department of Veterans Affairs,Medical 21st Century Pharmacy(PRE),2317.0,1002180614,Pharmacy Re-Engineering - PRE (PECS_MOCHA)," The Pharmacy Reengineering (PRE) program will replace all pharmacy applications with a system that better meets the current and expected business needs for the VA. The first increments deliver enhanced order checking functionality to address known patient safety issues. Pharmacy Re-engineering will subsequently release a Pharmacy Product System (PPS) followed by Dispense and Administration, Activate, Inventory, and Clinical Monitoring domains. The MOCHA component will provide enhanced order checking functionality for order placed through CPRS and VistA Pharmacy . These checks include both dosing and non-dosing issues address known patient safety issues in the existing medication ordering processes. The PECS component provides tools to allow customization of COTS drug database information used in production order checks provided by MOCHA. The PECS/MOCHA project will provide the ability to respond to the ever-changing patient safety issues and will provide the clinician with an improved work flow and processes utilizing a scalable platform and realization of One VA Architecture.",01/10/2009,15/02/2015,,,12.58,12.58,21/06/2012,10:40:49
